package_name,version,epoch,repository,languages,Programming language
py3-isodate,0.6.1,2,https://github.com/gweis/isodate,{'Python': 84299},Python
py3-isort,5.13.2,0,https://github.com/PyCQA/isort,"{'Python': 811540, 'Shell': 1286, 'Dockerfile': 682, 'CSS': 158}",Python
py3-itables,2.2.2,0,https://github.com/mwouts/itables,"{'Jupyter Notebook': 791362, 'Python': 93902, 'TypeScript': 4853, 'JavaScript': 3051, 'HTML': 1752, 'CSS': 112}",Python
py3-jaraco.classes,3.4.0,4,https://github.com/jaraco/jaraco.classes,{'Python': 10176},Python
py3-jaraco.context,6.0.1,1,https://github.com/jaraco/jaraco.context,{'Python': 10449},Python
py3-jaraco.functools,4.1.0,1,https://github.com/jaraco/jaraco.functools,{'Python': 30083},Python
py3-javaproperties,0.8.1,1,https://github.com/jwodder/javaproperties,{'Python': 178734},Python
py3-jedi,0.19.1,1,https://github.com/davidhalter/jedi,"{'Python': 1317339, 'Shell': 1312, 'C': 294}",Python
py3-jeepney,0.8.0,6,https://gitlab.com/takluyver/jeepney,{'Python': 135061},Python
py3-jiter,0.6.0,0,https://github.com/pydantic/jiter.git,"{'Rust': 214889, 'Python': 15776, 'Makefile': 992}",Python
py3-joblib,1.4.2,2,https://github.com/joblib/joblib,"{'Python': 678584, 'Shell': 5712, 'Cython': 390, 'Makefile': 363}",Python
py3-json5,0.9.25,0,https://github.com/dpranke/pyjson5,"{'Python': 101033, 'GAP': 5185}",Python
py3-jsondiff,2.2.1,0,https://github.com/xlwings/jsondiff,{'Python': 58647},Python
py3-jsonschema-specifications,2023.12.1,3,https://github.com/python-jsonschema/jsonschema-specifications,{'Python': 6382},Python
py3-jsonschema,4.23.0,3,https://github.com/python-jsonschema/jsonschema,{'Python': 370866},Python
py3-jupyter-client,8.6.3,0,https://github.com/jupyter/jupyter_client,{'Python': 482861},Python
py3-jupyter-core,5.7.2,0,https://github.com/jupyter/jupyter_core,"{'Python': 295468, 'JavaScript': 5617, 'CSS': 290}",Python
py3-jupyterhub-firstuseauthenticator,1.1.0,0,https://github.com/jupyterhub/firstuseauthenticator,"{'Python': 21919, 'HTML': 843}",Python
py3-jupyterhub-idle-culler,1.4.0,0,https://github.com/jupyterhub/jupyterhub-idle-culler,{'Python': 27828},Python
py3-jupyterhub-kubespawner,6.2.0,1,https://github.com/jupyterhub/kubespawner,"{'Python': 479462, 'HTML': 4543, 'CSS': 636}",Python
py3-jupyterhub-ldapauthenticator,1.3.2,0,https://github.com/jupyterhub/ldapauthenticator,"{'Python': 35958, 'Shell': 1025}",Python
py3-jupyterhub-ltiauthenticator,1.6.2,0,https://github.com/jupyterhub/ltiauthenticator,{'Python': 153419},Python
py3-jupyterhub-nativeauthenticator,1.3.0,0,https://github.com/jupyterhub/nativeauthenticator,"{'Python': 71749, 'HTML': 15612}",Python
py3-jupyterhub-tmpauthenticator,1.0.0,0,https://github.com/jupyterhub/tmpauthenticator,{'Python': 13429},Python
py3-jupyterhub,5.2.0,0,https://github.com/jupyterhub/jupyterhub,"{'Python': 1575275, 'JavaScript': 117113, 'HTML': 40651, 'SCSS': 6141, 'Dockerfile': 5999, 'CSS': 4430, 'Shell': 3105, 'Mako': 494}",Python
py3-jupyterlab-server,2.27.3,0,https://github.com/jupyterlab/jupyterlab_server,"{'Python': 181012, 'HTML': 2949}",Python
py3-jupyter-packaging,0.12.3,2,https://github.com/jupyter/jupyter-packaging,{'Python': 70195},Python
py3-jupyter-server,2.14.2,0,https://github.com/jupyter-server/jupyter_server,"{'Python': 1066748, 'HTML': 10136, 'CSS': 1414, 'JavaScript': 528}",Python
py3-jwcrypto,1.5.6,1,https://github.com/latchset/jwcrypto,"{'Python': 328784, 'Makefile': 666}",Python
py3-keyring,25.4.1,2,https://github.com/jaraco/keyring,"{'Python': 92015, 'Shell': 848}",Python
py3-kiwisolver,1.4.6,0,https://github.com/nucleic/kiwi,"{'C++': 271236, 'Python': 48935, 'C': 1116, 'Shell': 283}",Python
py3-knack,0.12.0,0,https://github.com/microsoft/knack,{'Python': 356092},Python
py3-kubernetes-asyncio,31.1.0,0,https://github.com/tomplus/kubernetes_asyncio,"{'Python': 17029325, 'Shell': 17126}",Python
py3-kubernetes,31.0.0,0,https://github.com/kubernetes-client/python,"{'Python': 14520496, 'Shell': 43970, 'Batchfile': 356}",Python
py3-ldap3,2.9.1,0,https://github.com/cannatag/ldap3,"{'Python': 3236164, 'PowerShell': 2691, 'Shell': 1139, 'Batchfile': 555}",Python
py3-leather,0.4.0,1,https://github.com/wireservice/leather,"{'Python': 104487, 'Shell': 111}",Python
py3-libclang,18.1.1,0,https://github.com/sighingnow/libclang,"{'Python': 144983, 'C': 705, 'Shell': 671}",Python
py3-libcst,1.4.0,0,https://github.com/Instagram/LibCST,"{'Python': 3479356, 'Rust': 564271, 'Shell': 270}",Python
py3-license-expression,30.3.1,0,https://github.com/nexB/license-expression,"{'Python': 328096, 'Shell': 8622, 'Batchfile': 6948, 'Makefile': 1596}",Python
py3-logbook,1.7.0,2,https://github.com/getlogbook/logbook,"{'Python': 328804, 'Cython': 9455, 'Makefile': 727}",Python
py3-logfmter,0.0.8,0,https://github.com/jteppinette/python-logfmter,{'Python': 15123},Python
py3-lru-dict,1.3.0,1,https://github.com/amitdev/lru-dict,"{'C': 23276, 'Python': 13893}",Python
py3-lxml,5.3.0,0,https://github.com/lxml/lxml,"{'Python': 1261693, 'Cython': 912274, 'XSLT': 154294, 'HTML': 15198, 'C': 14544, 'Shell': 6262, 'Makefile': 5718}",Python
py3-magic,0.4.27,7,https://github.com/ahupp/python-magic,"{'Python': 47656, 'Shell': 272}",Python
py3-markdown-it-py,3.0.0,4,https://github.com/executablebooks/markdown-it-py,"{'Python': 242899, 'HTML': 228453, 'Shell': 460}",Python
py3-markdown,3.7,0,https://github.com/Python-Markdown/markdown,"{'Python': 720597, 'Makefile': 1136, 'Shell': 679}",Python
py3-mashumaro,3.13.1,0,https://github.com/Fatal1ty/mashumaro,"{'Python': 716742, 'Shell': 746, 'Just': 515}",Python
py3-matplotlib-inline,0.1.7,0,https://github.com/ipython/matplotlib-inline,"{'Jupyter Notebook': 94523, 'Python': 15516}",Python
py3-matplotlib,3.9.2,0,https://github.com/matplotlib/matplotlib,"{'Python': 9492215, 'C++': 421621, 'Jupyter Notebook': 97188, 'Objective-C': 63567, 'JavaScript': 34858, 'Meson': 23197, 'CSS': 7318, 'C': 4919, 'HTML': 4421, 'Shell': 2376, 'PostScript': 1782, 'TeX': 326, 'Lua': 139}",Python
py3-maturin,1.7.4,1,https://github.com/pyo3/maturin,"{'Rust': 662686, 'Python': 26956, 'Shell': 5324, 'Jinja': 3035, 'JavaScript': 2980, 'Dockerfile': 2408, 'CSS': 253}",Python
py3-mdit-py-plugins,0.4.2,0,https://github.com/executablebooks/mdit-py-plugins,{'Python': 151681},Python
py3-mdurl,0.1.2,5,https://github.com/executablebooks/mdurl,"{'Python': 21796, 'JavaScript': 3014}",Python
py3-meson-python,0.16.0,2,https://github.com/mesonbuild/meson-python,"{'Python': 151163, 'Meson': 12779, 'C': 5814, 'Cython': 411}",Python
py3-minimal-snowplow-tracker,1.0.3,0,https://github.com/snowplow/snowplow-python-tracker,"{'Python': 242377, 'Shell': 3213, 'Dockerfile': 877}",Python
py3-mistune,3.0.2,2,https://github.com/lepture/mistune,"{'Python': 164372, 'Makefile': 381}",Python
py3-ml-metadata,1.15.0,0,https://github.com/google/ml-metadata,"{'C++': 2452059, 'Python': 221905, 'Go': 111524, 'Starlark': 70815, 'Shell': 5559, 'Dockerfile': 4940}",Python
py3-mock,5.1.0,1,https://github.com/testing-cabal/mock,{'Python': 387423},Python
py3-more-itertools,10.5.0,1,https://github.com/more-itertools/more-itertools.git,"{'Python': 453408, 'Makefile': 706}",Python
py3-mpmath,1.3.0,4,https://github.com/mpmath/mpmath,{'Python': 2030360},Python
py3-msal,1.31.0,0,https://github.com/AzureAD/microsoft-authentication-library-for-python,{'Python': 566499},Python
py3-msgpack,1.0.8,3,https://github.com/msgpack/msgpack-python,"{'Python': 85804, 'C': 53315, 'Cython': 32621, 'Makefile': 1376, 'Shell': 1027}",Python
py3-multidict,6.1.0,2,https://github.com/aio-libs/multidict.git,"{'Python': 127074, 'C': 102668, 'C++': 41048, 'Makefile': 1960}",Python
py3-mypy-extensions,1.0.0,5,https://github.com/python/mypy_extensions,{'Python': 16129},Python
py3-nbclient,0.10.0,0,https://github.com/jupyter/nbclient,"{'Python': 152529, 'Jupyter Notebook': 68680}",Python
py3-nest-asyncio,1.6.0,4,https://github.com/erdewit/nest_asyncio,"{'Python': 10534, 'Shell': 113}",Python
py3-networkx,3.3',3,https://github.com/networkx/networkx,{'Python': 6142550},Python
py3-nltk,3.9.1,1,https://github.com/nltk/nltk,"{'Python': 4882492, 'Jupyter Notebook': 56591, 'HTML': 24786, 'Makefile': 7734, 'Shell': 4707, 'CSS': 705}",Python
py3-ntia-conformance-checker,3.0.1,0,https://github.com/spdx/ntia-conformance-checker,{'Python': 25622},Python
py3-nullauthenticator,1.0.0,0,https://github.com/jupyterhub/nullauthenticator,{'Python': 3511},Python
py3-numpy,1.26.4,6,https://github.com/numpy/numpy,"{'Python': 11072772, 'C': 6392439, 'C++': 455021, 'Cython': 173451, 'Meson': 95366, 'Fortran': 37029, 'Shell': 17823, 'sed': 5706, 'Smarty': 4129, 'Starlark': 1842, 'Makefile': 1716}",Python
py3-oauth2client,4.1.3,2,https://github.com/google/oauth2client,"{'Python': 719595, 'Shell': 4866, 'Makefile': 37}",Python
py3-oauthenticator,17.0.0,0,https://github.com/jupyterhub/oauthenticator,{'Python': 297338},Python
py3-oauthlib,3.2.2,3,https://github.com/oauthlib/oauthlib,"{'Python': 889587, 'Makefile': 2930}",Python
py3-objsize,0.7.0,1,https://github.com/liran-funaro/objsize,"{'Python': 36587, 'Makefile': 950}",Python
py3-onetimepass,1.0.1,0,https://github.com/tadeck/onetimepass,{'Python': 21091},Python
py3-openai,1.51.0,1,https://github.com/openai/openai-python.git,"{'Python': 2185805, 'Shell': 3942, 'Dockerfile': 310, 'Ruby': 12}",Python
py3-opt-einsum,3.4.0,0,https://github.com/dgasmith/opt_einsum,"{'Python': 241268, 'TeX': 2362, 'Makefile': 353}",Python
py3-optuna,4.0.0,0,https://github.com/optuna/optuna,"{'Python': 2221410, 'Shell': 2407, 'Dockerfile': 798, 'Mako': 494}",Python
py3-orjson,3.10.7,2,https://github.com/ijl/orjson,"{'Python': 318288, 'Rust': 238805, 'Shell': 5492}",Python
py3-oscrypto,1.3.0,0,https://github.com/wbond/oscrypto,{'Python': 1112180},Python
py3-outcome,1.3.0,1,https://github.com/python-trio/outcome,"{'Python': 19820, 'Shell': 3678}",Python
py3-overrides,7.7.0,0,https://github.com/mkorpela/overrides,"{'Python': 70988, 'Shell': 183}",Python
py3-packaging,24.1',3,https://github.com/pypa/packaging.git,"{'Python': 367858, 'Shell': 3443, 'C': 92}",Python
py3-pamela,1.2.0,0,https://github.com/minrk/pamela,"{'Python': 18910, 'Shell': 216}",Python
py3-pandas,2.2.3,3,https://github.com/pandas-dev/pandas,"{'Python': 20669898, 'Cython': 1356440, 'HTML': 457282, 'C': 354157, 'Shell': 25633, 'Meson': 10917, 'Smarty': 8486, 'CSS': 6804, 'Dockerfile': 5876, 'XSLT': 1196}",Python
py3-pandocfilters,1.5.1,0,https://github.com/jgm/pandocfilters,{'Python': 10692},Python
py3-paramiko,3.5.0,0,https://github.com/paramiko/paramiko,{'Python': 1138755},Python
py3-parsedatetime,2.6,2,https://github.com/bear/parsedatetime,"{'Python': 289087, 'Makefile': 1252}",Python
py3-parso,0.8.4,0,https://github.com/davidhalter/parso,"{'Python': 477228, 'Shell': 1236}",Python
py3-pathlib2,2.3.7,2,https://github.com/jazzband/pathlib2,{'Python': 202068},Python
py3-peewee,3.17.6,0,https://github.com/coleifer/peewee,"{'Python': 1667433, 'Cython': 55078, 'C': 9175, 'Shell': 1033}",Python
py3-pendulum,3.0.0,2,https://github.com/sdispater/pendulum,"{'Python': 719928, 'Rust': 60047, 'Makefile': 491}",Python
py3-pexpect,4.8.0,6,https://github.com/pexpect/pexpect,"{'Python': 415064, 'C': 3395, 'Shell': 3182}",Python
py3-pgcli,4.1.0,0,https://github.com/dbcli/pgcli,"{'Python': 469968, 'Gherkin': 7117, 'Shell': 1944, 'Dockerfile': 72}",Python
py3-pgspecial,2.1.2,0,https://github.com/dbcli/pgspecial,"{'Python': 223819, 'Shell': 60}",Python
py3-pickleshare,0.7.5,1,https://github.com/pickleshare/pickleshare,{'Python': 13439},Python
py3-pillow,10.4.0,2,https://github.com/python-pillow/Pillow,"{'Python': 2241319, 'C': 1273119, 'HTML': 16910, 'PostScript': 11949, 'Shell': 8105, 'Makefile': 3825, 'CMake': 3740, 'Gnuplot': 1105, 'Batchfile': 166}",Python
py3-pipenv,2024.1.0,1,https://github.com/pypa/pipenv,"{'Python': 7754483, 'Roff': 8838, 'Makefile': 6914, 'Shell': 1826, 'Batchfile': 325, 'Dockerfile': 99}",Python
py3-pip-tools,7.4.1,0,https://github.com/jazzband/pip-tools,{'Python': 426524},Python
py3-pip,24.2,4,https://github.com/pypa/pip,"{'Python': 5936803, 'HTML': 3983}",Python
py3-platformdirs,4.3.6,1,https://github.com/platformdirs/platformdirs,{'Python': 94344},Python
py3-ply,3.11_git20180215,5,https://github.com/dabeaz/ply,"{'Python': 370233, 'BASIC': 2884, 'Makefile': 650, 'Shell': 124, 'C': 20}",Python
py3-poetry-core,1.9.0,4,https://github.com/python-poetry/poetry-core,"{'Python': 1413101, 'C': 2655, 'Makefile': 972, 'Shell': 160}",Python
py3-poetry,1.8.3,3,https://github.com/python-poetry/poetry,"{'Python': 1796806, 'HTML': 257182}",Python
py3-portalocker,2.10.1,0,https://github.com/wolph/portalocker,{'Python': 57372},Python
py3-prometheus-client,0.21.0,1,https://github.com/prometheus/client_python,{'Python': 340270},Python
py3-prompt-toolkit,3.0.48,0,https://github.com/prompt-toolkit/python-prompt-toolkit,{'Python': 1449066},Python
py3-proto-plus,1.24.0,0,https://github.com/googleapis/proto-plus-python,"{'Python': 265803, 'Shell': 21051, 'Dockerfile': 2243}",Python
py3-psutil,6.0.0,1,https://github.com/giampaolo/psutil,"{'Python': 993253, 'C': 615555, 'Makefile': 12628, 'Batchfile': 4306, 'Shell': 1602}",Python
py3-psycopg2,2.9.9,1,https://github.com/psycopg/psycopg2,"{'C': 633321, 'Python': 624596, 'Shell': 17785, 'Makefile': 2542}",Python
py3-psycopg,3.2.3,0,https://github.com/psycopg/psycopg,"{'Python': 1914363, 'Cython': 206556, 'Shell': 18459, 'C': 6557, 'Batchfile': 1008}",Python
py3-ptyprocess,0.7.0,5,https://github.com/pexpect/ptyprocess,{'Python': 49408},Python
py3-pulsar-client,3.5.0,1,https://github.com/apache/pulsar-client-python,"{'Python': 261038, 'C++': 69785, 'Shell': 33773, 'Dockerfile': 8950, 'CMake': 8766}",Python
py3-pure-eval,0.2.3,0,https://github.com/alexmojaki/pure_eval,"{'Python': 48981, 'Shell': 586}",Python
py3-py4j,0.10.9.7,2,https://github.com/py4j/py4j,"{'Java': 675628, 'Python': 370351, 'HTML': 9673, 'CSS': 6557, 'Makefile': 2994, 'Batchfile': 2985}",Python
py3-pyaes,1.6.1,2,https://github.com/ricmoo/pyaes,{'Python': 87320},Python
py3-pyasn1,0.6.1,0,https://github.com/pyasn1/pyasn1,{'Python': 686908},Python
py3-pybind11,2.13.6,1,https://github.com/pybind/pybind11,"{'C++': 1350806, 'Python': 454774, 'CMake': 116554, 'Shell': 1423, 'C': 814}",Python
py3-pycosat,0.6.6,0,https://github.com/conda/pycosat,"{'C': 215267, 'Python': 10252, 'Xonsh': 902, 'Makefile': 293}",Python
py3-pycparser,2.22',3,https://github.com/eliben/pycparser,"{'Python': 530885, 'C': 76404, 'Batchfile': 335, 'Vim Script': 274}",Python
py3-pycurl,7.45.3,0,https://github.com/pycurl/pycurl,"{'Python': 349507, 'C': 260212, 'Shell': 10716, 'PowerShell': 7195, 'Makefile': 6337, 'Batchfile': 4027}",Python
py3-pydantic-core,2.24.0,1,https://github.com/pydantic/pydantic-core,"{'Python': 1508657, 'Rust': 1032691, 'JavaScript': 6599, 'Makefile': 3863, 'HTML': 2474}",Python
py3-pydantic,2.9.2,1,https://github.com/pydantic/pydantic,"{'Python': 3561690, 'Makefile': 4938, 'Shell': 2888}",Python
py3-pydot,3.0.2,0,https://github.com/pydot/pydot,"{'Python': 129153, 'PostScript': 453, 'Shell': 361}",Python
py3-pyelftools,0.31,1,https://github.com/eliben/pyelftools,"{'Python': 889428, 'C': 15207, 'Assembly': 3291, 'Makefile': 610, 'Nix': 521, 'C++': 340, 'Vim Script': 274, 'Shell': 165}",Python
py3-pygithub,2.4.0,1,https://github.com/pygithub/pygithub,"{'Python': 2537387, 'Shell': 533}",Python
py3-pygments,2.18.0,2,https://github.com/pygments/pygments.git,"{'Python': 4649690, 'Emacs Lisp': 198742, 'Smalltalk': 156665, 'HTML': 136803, 'Shell': 132777, 'COBOL': 117432, 'C': 108863, 'Ruby': 91403, 'C++': 85604, 'Pascal': 84520, 'Isabelle': 62868, 'Vyper': 59781, 'Makefile': 58312, 'IDL': 57251, 'Nit': 55581, 'Haskell': 49856, 'Raku': 49676, 'Roff': 49294, 'Common Lisp': 49017, 'Scheme': 46229, 'NewLisp': 42726, 'F*': 42435, 'OCaml': 42416, 'Fortran': 38732, 'Nim': 37191, 'Standard ML': 36869, 'Crystal': 36037, 'Perl': 33684, 'eC': 26388, 'Clojure': 25885, 'J': 25519, 'Fantom': 25331, 'Modula-2': 23838, 'nesC': 23697, 'Rust': 23551, 'Java': 20381, 'CoffeeScript': 20149, 'Lean': 19976, 'F#': 19734, 'GAP': 19390, 'Lasso': 18650, 'C#': 18059, 'PHP': 17895, 'Vim Script': 16922, 'Haxe': 16812, 'Visual Basic .NET': 16364, 'Coq': 16000, 'Objective-J': 15340, 'MoonScript': 14862, 'Smithy': 14469, 'Julia': 11904, 'Prolog': 11374, 'Racket': 11341, 'XQuery': 11179, 'Scala': 11132, 'MQL4': 11096, 'Logtalk': 10960, 'Zeek': 10863, 'Red': 10792, 'Gnuplot': 10376, 'Asymptote': 10210, 'Factor': 10194, 'Limbo': 9891, 'Jasmin': 9428, 'Luau': 9345, 'ColdFusion': 9263, 'Lua': 9184, 'Whiley': 9029, 'Smarty': 9026, 'Clean': 8739, 'Zig': 8703, 'Praat': 8688, 'PostScript': 8648, 'Berry': 8606, 'Pike': 8479, 'MAXScript': 8464, 'Genshi': 8403, 'Assembly': 8364, 'Gleam': 8230, 'NSIS': 7663, 'Fennel': 6994, 'Ada': 6951, 'Promela': 6850, 'PigLatin': 6657, 'Alloy': 6579, 'Pawn': 6555, 'mcfunction': 6450, 'Dylan': 6343, 'Modelica': 6213, 'SWIG': 6153, 'PowerShell': 6127, 'Erlang': 6048, 'ActionScript': 5686, 'D': 5475, 'HLSL': 5376, 'Chapel': 4934, 'Awk': 4528, 'VHDL': 4501, 'Boogie': 4482, 'Elixir': 4340, 'Ragel': 4339, 'Batchfile': 4275, 'VCL': 4128, 'R': 4121, 'JavaScript': 4062, 'Hy': 3950, 'Myghty': 3939, 'QML': 3912, 'AutoHotkey': 3733, 'Cypher': 3491, 'Objective-C': 3385, 'q': 3349, 'xBase': 3349, 'Moocode': 3343, 'Cirru': 3285, 'Agda': 3155, 'Shen': 3134, 'Gosu': 2853, 'LilyPond': 2839, 'G-code': 2791, 'Idris': 2771, 'Solidity': 2692, 'Groovy': 2663, 'Monkey': 2587, 'Fancy': 2581, 'Stan': 2547, 'Nix': 2454, 'mupad': 2443, 'BlitzMax': 2387, 'Mojo': 2384, 'CMake': 2313, 'TeX': 2234, 'Eiffel': 2145, 'Inform 7': 2046, 'Wren': 2040, 'Swift': 2035, 'BlitzBasic': 1824, 'Handlebars': 1738, 'Rebol': 1708, 'Golo': 1649, 'YARA': 1644, 'Scilab': 1639, 'sed': 1614, 'SuperCollider': 1578, 'TSQL': 1576, 'Nemerle': 1517, 'POV-Ray SDL': 1455, 'Ceylon': 1387, 'OpenEdge ABL': 1381, 'Reason': 1316, 'Gherkin': 1267, 'Pan': 1241, 'ASP.NET': 1222, 'Jsonnet': 1217, 'Sieve': 1205, 'VBScript': 1199, 'Elm': 1187, 'GDScript': 1171, 'Csound': 1135, 'Boo': 1111, 'JCL': 1101, 'Carbon': 1082, 'Singularity': 1070, 'SaltStack': 1040, 'Mako': 1023, 'RobotFramework': 1008, 'CSS': 982, 'LiveScript': 972, 'Kotlin': 971, 'Meson': 965, 'GLSL': 946, 'WebAssembly': 916, 'Liquid': 862, 'REXX': 862, 'Mask': 855, 'Visual Basic 6.0': 846, 'Smali': 832, 'Redcode': 830, 'Cuda': 776, 'XSLT': 755, 'Xtend': 741, 'AutoIt': 732, 'TypeScript': 701, 'Typst': 680, 'Slim': 679, 'MATLAB': 644, 'Dart': 591, 'APL': 587, 'Futhark': 507, 'Zephir': 485, 'NCL': 473, 'Ioke': 469, 'Go': 430, 'AppleScript': 421, 'Macaulay2': 409, 'Tea': 391, ""Cap'n Proto"": 390, 'BASIC': 361, 'Mathematica': 355, 'ShellSession': 320, 'Csound Score': 310, 'Logos': 306, 'SystemVerilog': 265, 'Pony': 247, 'Csound Document': 209, 'X10': 198, 'Opa': 172, 'Thrift': 167, 'Scaml': 166, 'LSL': 160, 'Puppet': 130, 'SourcePawn': 130, 'Procfile': 128, 'Forth': 48}",Python
py3-pyjwt,2.9.0,1,https://github.com/jpadilla/pyjwt,{'Python': 218992},Python
py3-pymongo,4.10.1,0,https://github.com/mongodb/mongo-python-driver,"{'Python': 5505277, 'C': 184160, 'Shell': 37370, 'Makefile': 103}",Python
py3-pymysql,1.1.1,0,https://github.com/PyMySQL/PyMySQL,{'Python': 241588},Python
py3-pynacl,1.5.0,1,https://github.com/pyca/pynacl,"{'C': 4958341, 'Makefile': 636326, 'Shell': 465013, 'Python': 379489, 'M4': 86752, 'Assembly': 67479, 'Smarty': 24576, 'Zig': 11062, 'CMake': 10488, 'Batchfile': 6259, 'C#': 1924, 'C++': 563, 'VBScript': 294}",Python
py3-pyopenssl,24.2.1,0,https://github.com/pyca/pyopenssl,{'Python': 545620},Python
py3-pyparsing,3.1.4,1,https://github.com/pyparsing/pyparsing,"{'Python': 851445, 'HTML': 5766}",Python
py3-pyproject-hooks,1.2.0,0,https://github.com/pypa/pyproject-hooks,{'Python': 48745},Python
py3-pyproject-metadata,0.8.0,2,https://github.com/pypa/pyproject-metadata,{'Python': 116684},Python
py3-pyrsistent,0.20.0,0,https://github.com/tobgu/pyrsistent,"{'Python': 302519, 'C': 49802, 'Shell': 269}",Python
py3-pytest-timeout,2.3.1,3,https://github.com/pytest-dev/pytest-timeout,{'Python': 35592},Python
